Species,RA
Bordetella pertussis,0.2155891294437023
Bordetella petrii,0.15690065928691777
Bacteroides thetaiotaomicron,0.09520706181448044
Bordetella parapertussis,0.08205643733644796
Bordetella bronchiseptica,0.07838072513339428
Bacteroides fragilis,0.05516665963858697
Clostridium aceticum,0.04965131442329037
Clostridium butyricum,0.025238391137299768
Bordetella holmesii,0.023152032746077602
Bacteroides thetaiotaomicron CAG:40,0.02244930433945466
Clostridium pasteurianum,0.020494649509665466
Clostridium botulinum,0.013117048821815372
Escherichia coli,0.012703983382967488
Bacteroides fragilis CAG:47,0.01156567316140794
Bacteroides salanitronis,0.008946321118530819
Bacteroides vulgatus,0.00794074877956733
Bordetella hinzii,0.007409213785962883
Clostridium autoethanogenum,0.006667605512030083
Clostridium carboxidivorans,0.0066235275178493334
Clostridium saccharobutylicum,0.006439683561374629
Lachnoclostridium phytofermentans,0.006160602494729603
Clostridium acetobutylicum,0.00596898786900402
Eubacterium limosum,0.00594408459792356
Fermentimonas caenicola,0.00485770260296203
[Clostridium] stercorarium,0.004147707427142019
Clostridium cellulovorans,0.0039459617582292845
Akkermansia muciniphila,0.003922755834698505
Bacteroides vulgatus CAG:6,0.003843961778915708
Ruminococcus albus,0.0035173019387687177
Lascolabacillus massiliensis,0.0034681584229943915
Proteiniphilum sp. EBM-41,0.0034543144320423147
Odoribacter splanchnicus,0.0029267045546465024
Pseudomonas knackmussii,0.002861277110817435
Bacteroides dorei CAG:222,0.0025575579836465867
Shigella flexneri,0.0020615346833080988
Shigella dysenteriae,0.0018204317680871609
Clostridium tetani,0.0016715160416582132
Paraburkholderia xenovorans,0.00163703866955534
Delftia acidovorans,0.0016250511524857256
Odoribacter sp. 43_10,0.0015445332280977853
Achromobacter xylosoxidans,0.0013986939441026323
Bacteroides faecis CAG:32,0.0013632087718921367
Odoribacter splanchnicus CAG:14,0.0013520434075418987
Erysipelothrix rhusiopathiae,0.0013265036311303087
Bifidobacterium animalis,0.0013147017614489407
