species,SRR540693,tax_id
PHOCAEICOLA_VULGATUS,0.2614508301558111,821.0
BACTEROIDES_CELLULOSILYTICUS,0.14403200822405757,246787.0
BACTEROIDES_XYLANISOLVENS,0.09670267691873843,371601.0
ALISTIPES_PUTREDINIS,0.06885848200937407,28117.0
BACTEROIDES_UNIFORMIS,0.05879741158188107,820.0
SUBDOLIGRANULUM_SP._APC924-74,0.03425023975167826,2086273.0
ALISTIPES_FINEGOLDII,0.02346716427014989,214856.0
BACTEROIDES_THETAIOTAOMICRON,0.015793110551773862,818.0
CRASSPHAGE_LMMB,0.01420509943569605,2718472.0
BACTEROIDES_FAECALIS,0.012186085302597119,2447885.0
BACTEROIDES_FRAGILIS,0.007439052073364514,817.0
ALISTIPES_SP._HGB5,0.007431052017364122,908612.0
BACTEROIDES_OVATUS,0.007375051625361378,28116.0
AKKERMANSIA_MUCINIPHILA,0.005395037765264357,239935.0
PARABACTEROIDES_TIMONENSIS,0.005370037590263132,1871013.0
GEMMIGER_FORMICILIS,0.005369037583263083,745368.0
PHAGE_DP_SC-6-H4-2017,0.005349037443262102,2723243.0
ALISTIPES_ONDERDONKII,0.005333037331261318,328813.0
PHOCAEICOLA_DOREI,0.00491203438424069,357276.0
FLAVONIFRACTOR_PLAUTII,0.004627032389226724,292800.0
UNCLASSIFIED,0.004415030905216336,12908.0
BACTEROIDES_SP._AN19,0.003105021735152146,1965580.0
PARABACTEROIDES_DISTASONIS,0.002954020678144747,823.0
PHOCAEICOLA_SARTORII,0.0027220190541333788,671267.0
BACTEROIDES_CAECIMURIS,0.002535017745124216,1796613.0
COPROBACTER_FASTIDIOSUS,0.0022040154281079967,1099853.0
FAECALIBACTERIUM_PRAUSNITZII,0.0021450150151051057,853.0
DECHLOROMONAS_SP._DECH2017,0.0021220148541039787,2570192.0
BACTEROIDES_RODENTIUM,0.0018850131950923657,691816.0
BACTEROIDES_INTESTINALIS,0.0017630123410863876,329854.0
BACTEROIDES_EGGERTHII,0.0017310121170848196,28111.0
ALISTIPES_SP._CHKCI003,0.0016900118300828106,1780376.0
PHASCOLARCTOBACTERIUM_FAECIUM,0.0016890118230827615,33025.0
ALISTIPES_COMMUNIS,0.0016770117390821737,2585118.0
