genus,SRR540397,tax_id
ALISTIPES,0.27253309013236054,239759
BACTEROIDES,0.1932607730430922,816
PREVOTELLA,0.13427153708614833,838
UNCLASSIFIED,0.10163940655762624,12908
PARABACTEROIDES,0.08841835367341469,375288
CYCLOSPORA,0.03725814903259613,44417
DIALISTER,0.02464309857239429,39948
VESCIMONAS,0.02181108724434898,2892396
PHOCAEICOLA,0.021342085368341472,909656
OSCILLIBACTER,0.02017108068432274,459786
ANAEROTRUNCUS,0.007727030908123633,244127
BUTYRICIMONAS,0.006043024172096689,574697
FLAVONIFRACTOR,0.005762023048092192,946234
AKKERMANSIA,0.005552022208088833,239934
FAECALIBACTERIUM,0.00544002176008704,216851
PSEUDOFLAVONIFRACTOR,0.004831019324077296,1017280
PHASCOLARCTOBACTERIUM,0.004742018968075873,33024
ODORIBACTER,0.004386017544070176,283168
BLAUTIA,0.00403001612006448,572511
INTESTINIMONAS,0.003176012704050816,1392389
COLIDEXTRIBACTER,0.00254501018004072,1980681
RUTHENIBACTERIUM,0.0025170100680402723,1905344
CLOSTRIDIUM,0.0022400089600358403,1485
DYSOSMOBACTER,0.001298005192020768,2591381
RUMINOCOCCUS,0.0012350049400197602,1263
BUTYRICICOCCUS,0.0012250049000196,580596
SUBDOLIGRANULUM,0.000846003384013536,292632
INTESTINIBACILLUS,0.000806003224012896,1928820
NOVISYNTROPHOCOCCUS,0.000707002828011312,2888809
STREPTOMYCES,0.0006100024400097601,1883
STAPHYLOCOCCUS,0.000592002368009472,1279
ACANTHAMOEBA,0.000559002236008944,5754
ANAEROMASSILIBACILLUS,0.00045600182400729603,1924093
PHOLIOTA,0.00043500174000696,13205
PHOCEA,0.0004000016000064,1926663
PLANOCOCCUS,0.000375001500006,1372
ANAEROTIGNUM,0.00037000148000592,2039240
ENTEROCLOSTER,0.00036700146800587206,2719313
AGATHOBACULUM,0.00034500138000552005,2048137
ROSEBURIA,0.00031000124000496004,841
EISENBERGIELLA,0.00031000124000496004,1432051
DOREA,0.00028800115200460803,189330
GEMMIGER,0.00028300113200452803,204475
LACTOCOCCUS,0.00027800111200444803,1357
EIMERIA,0.00026700106800427203,5800
BACILLUS,0.00024400097600390402,1386
BARNESIELLA,0.00023300093200372802,397864
COPROBACILLUS,0.00021500086000344,100883
MEDITERRANEIBACTER,0.000198000792003168,2316020
PSEUDOMONAS,0.00019500078000312,286
RUDAEICOCCUS,0.000194000776003104,1434038
ENTODINIUM,0.000191000764003056,40635
STENOTROPHOMONAS,0.000189000756003024,40323
ANGELAKISELLA,0.000187000748002992,1935176
PSEUDOGRACILIBACILLUS,0.000184000736002944,1494958
OCEANISPHAERA,0.00018000072000288,225143
FUSIBACTER,0.000179000716002864,76008
DESULFOSPIRA,0.000174000696002784,53328
MOHEIBACTER,0.00016100064400257602,1572763
EUBACTERIUM,0.00015500062000248002,1730
STREPTOCOCCUS,0.00015300061200244802,1301
RACOCETRA,0.0001500006000024,940663
MERDIMONAS,0.00013600054400217601,2023266
HOLDEMANELLA,0.00013400053600214401,1573535
ENTEROCOCCUS,0.00013400053600214401,1350
FLINTIBACTER,0.000128000512002048,1918454
CRONOBACTER,0.000128000512002048,413496
MYCOPLASMOPSIS,0.00012800051200204798,2767358
EVTEPIA,0.00011800047200188801,2211178
DICTYOSTELIUM,0.00011500046000184001,5782
RUMINICLOSTRIDIUM,0.00011500046000184001,1508657
RHIZOPHAGUS,0.00011400045600182401,295919
LACHNOCLOSTRIDIUM,0.00011300045200180802,1506553
NEGLECTA,0.00011200044800179201,1924105
CAMPYLOBACTER,0.000109000436001744,194
MARIBACTER,0.000109000436001744,252356
ACAULOSPORA,0.000103000412001648,27372
NEOBACILLUS,0.0001000004000016,2675232
GALLALISTIPES,9.8000392001568e-05,2884610
VIRGIBACILLUS,9.7000388001552e-05,84406
UREIBACILLUS,9.7000388001552e-05,160795
LACHNOANAEROBACULUM,9.000036000144e-05,1164882
COPROCOCCUS,8.9000356001424e-05,33042
TETRAHYMENA,8.800035200140801e-05,5890
PANTOEA,8.6000344001376e-05,53335
NITROSOMONAS,8.200032800131201e-05,914
LACTOBACILLUS,8.2000328001312e-05,1578
MASSILIMICROBIOTA,8.100032400129601e-05,1924110
ASCOIDEA,8.1000324001296e-05,27308
GARCIELLA,8.000032000128001e-05,218204
FAECALICATENA,7.800031200124801e-05,2005359
GEMELLA,7.600030400121601e-05,1378
HUNGATELLA,7.600030400121601e-05,1649459
MACROCYSTIS,7.300029200116801e-05,35121
SUTTERELLA,7.200028800115201e-05,40544
LYSINIBACILLUS,7.100028400113601e-05,400634
MESORHIZOBIUM,7.100028400113601e-05,68287
BIFIDOBACTERIUM,6.800027200108801e-05,1678
AUSTROPUCCINIA,6.800027200108801e-05,2234120
ANAEROCOCCUS,6.700026800107201e-05,165779
TISSIERELLA,6.4000256001024e-05,41273
PSYCHROBACILLUS,6.3000252001008e-05,1221880
PSEUDOALTEROMONAS,6.3000252001008e-05,53246
VIBRIO,6.2000248000992e-05,662
SMITTIUM,6.2000248000992e-05,4888
KAZACHSTANIA,5.9000236000944004e-05,71245
MICROBACTERIUM,5.7000228000912004e-05,33882
MYROIDES,5.6000224000896004e-05,76831
NEOVAHLKAMPFIA,5.500022000088e-05,166955
VALLITALEA,5.500022000088e-05,1348611
ACHOLEPLASMA,5.4000216000864e-05,2147
CLOSTRIDIOIDES,5.3000212000848e-05,1870884
ACIDAMINOCOCCUS,5.3000212000848e-05,904
FUSOBACTERIUM,5.2000208000832e-05,848
PAULINELLA,5.2000208000832e-05,39716
PUCCINIA,5.2000208000832e-05,5296
LENTIBACILLUS,5.1000204000816e-05,175304
VITRELLA,5.1000204000816e-05,1169538
FLAVOBACTERIUM,4.9000196000784e-05,237
CHRYSEOBACTERIUM,4.8000192000768e-05,59732
PHYTOPHTHORA,4.8000192000768e-05,4783
ASPERGILLUS,4.500018000072e-05,5052
LEUCOCOPRINUS,4.4000176000704e-05,34431
TETRAPYRGOS,4.4000176000704e-05,182061
ERYSIPELATOCLOSTRIDIUM,4.4000176000704e-05,3025755
FANNYHESSEA,4.3000172000688e-05,2767327
SPONGIACTINOSPORA,4.3000172000688e-05,2871671
MAGNUSIOMYCES,4.2000168000672006e-05,1095182
MANGROVIMONAS,4.2000168000672006e-05,1211036
HYDROGENOANAEROBACTERIUM,4.2000168000672006e-05,596767
PSEUDOBUTYRIVIBRIO,4.2000168000672006e-05,46205
CATELLICOCCUS,4.1000164000656006e-05,300418
POTERIOOCHROMONAS,4.1000164000656006e-05,88166
PYRICULARIA,4.1000164000656006e-05,48558
ERYSIPHE,4.1000164000656006e-05,5121
TIRMANIA,4.0000160000640005e-05,160516
SCUTELLOSPORA,4.0000160000640005e-05,27382
HELICOBACTER,4.0000160000640005e-05,209
ANAEROSTIPES,4.000016000064e-05,207244
YAMADAZYMA,3.9000156000624005e-05,766765
CANDIDATUS_ARTHROMITUS,3.8000152000608005e-05,49082
BLASTOMYCES,3.8000152000608005e-05,229219
SPELEOSTELIUM,3.7000148000592005e-05,2058950
VEILLONELLA,3.7000148000592005e-05,29465
ANAEROFILUM,3.7000148000592005e-05,52784
PLASMOPARA,3.7000148000592005e-05,4780
BUTYRIVIBRIO,3.6000144000576004e-05,830
TERRISPOROBACTER,3.5000140000560004e-05,1505652
STREPTOBACILLUS,3.5000140000560004e-05,34104
PEPTONIPHILUS,3.4000136000544004e-05,162289
PARVIMONAS,3.3000132000528e-05,543311
FAECALITALEA,3.3000132000528e-05,1573534
RHIZOBIUM,3.1000124000496e-05,379
ARMILLARIA,3.1000124000496e-05,47424
LACTICASEIBACILLUS,3.1000124000496e-05,2759736
CHROMULINA,3.1000124000496e-05,2997
SALITERRIBACILLUS,3.0000120000480002e-05,1434043
SIPHONOBACTER,3.0000120000480002e-05,700450
AUREOBASIDIUM,3.0000120000480002e-05,5579
FUSARIUM,3.0000120000480002e-05,5506
GIGASPORA,2.9000116000464002e-05,4873
PSYCHROBACTER,2.9000116000464002e-05,497
COMPANILACTOBACILLUS,2.8000112000448002e-05,2767879
CANDIDATUS_MARITHRIX,2.8000112000448002e-05,1031282
CLATHRUS,2.8000112000448002e-05,112985
KLEBSIELLA,2.8000112000448002e-05,570
TREPONEMA,2.7000108000432e-05,157
PARAMECIUM,2.7000108000432e-05,5884
ROMBOUTSIA,2.7000108000432e-05,1501226
MOGIBACTERIUM,2.6000104000416e-05,86331
SCHEFFERSOMYCES,2.6000104000416e-05,766733
MASSOSPORA,2.6000104000416e-05,348616
PARAPREVOTELLA,2.6000104000416e-05,577309
CALORANAEROBACTER,2.6000104000416e-05,171003
PSEUDORAMIBACTER,2.50001000004e-05,113286
LAWSONIBACTER,2.50001000004e-05,2172004
FICTIBACILLUS,2.50001000004e-05,1329200
PROTEINIBORUS,2.4000096000384e-05,415014
FUSICATENIBACTER,2.4000096000384e-05,1407607
CARNOBACTERIUM,2.4000096000384e-05,2747
FRUCTILACTOBACILLUS,2.3000092000368e-05,2767881
SPHINGOBACTERIUM,2.3000092000368e-05,28453
CALDALKALIBACILLUS,2.3000092000368e-05,379065
FALCATIMONAS,2.2000088000352e-05,1890291
MYCOPLASMA,2.1000084000336003e-05,2093
CAMINICELLA,2.0000080000320003e-05,166484
CITRIFERMENTANS,2.0000080000320003e-05,2883512
ALBOPHOMA,2.0000080000320003e-05,1635094
BILOPHILA,2.0000080000320003e-05,35832
ALIARCOBACTER,2.0000080000320003e-05,2321111
TRITRICHOMONAS,1.9000076000304002e-05,5723
KAISTELLA,1.9000076000304002e-05,2782231
JEOTGALIBACA,1.9000076000304002e-05,1470540
FILIFACTOR,1.7000068000272002e-05,44259
PAECILOMYCES,1.7000068000272002e-05,33202
AQUIRUFA,1.6000064000256e-05,2676247
THIOALKALIVIBRIO,1.5000060000240001e-05,106633
PIROMYCES,1.4000056000224001e-05,4821
CLAROIDEOGLOMUS,1.4000056000224001e-05,1129545
METHANOBREVIBACTER,1.4000056000224001e-05,2172
PYTHIUM,1.4000056000224001e-05,4797
MESOBACILLUS,1.4000056000224001e-05,2675231
SEINONELLA,1.3000052000208e-05,292637
OCEANIVIRGA,1.3000052000208e-05,1824856
ACIDIANUS,1.3000052000208e-05,12914
HALARCOBACTER,1.3000052000208e-05,2321115
SELLIMONAS,1.3000052000208e-05,1769710
NAEGLERIA,1.2000048000192e-05,5761
ENTOMOPHTHORA,1.2000048000192e-05,34484
LASCOLABACILLUS,1.1000044000176e-05,1924067
MONILINIA,1.0000040000160001e-05,38447
PYRENOPHORA,1.0000040000160001e-05,5027
FOETIDIBACTER,1.0000040000160001e-05,2819870
LEBETIMONAS,1.0000040000160001e-05,267989
PAENIBACILLUS,1.0000040000160001e-05,44249
UREAPLASMA,9.000036000144001e-06,2129
PROTEUS,9.000036000144001e-06,583
CONIOCHAETA,8.000032000128e-06,79808
LIGILACTOBACILLUS,8.000032000128e-06,2767887
HYMENOBACTER,8.000032000128e-06,89966
PONTIBACTER,7.0000280001120004e-06,323449
ACTINOTIGNUM,7.0000280001120004e-06,1653174
NITRATIREDUCTOR,7.0000280001120004e-06,245876
CLAVIBACTER,6.000024000096e-06,1573
CANDIDATUS_SOLEAFERREA,6.000024000096e-06,1470353
MICROVIRGA,6.000024000096e-06,186650
COLLINSELLA,6.000024000096e-06,102106
LACHNOSPIRA,6.000024000096e-06,28050
EMTICICIA,6.000024000096e-06,312278
SPHINGOMONAS,6.000024000096e-06,13687
ANAEROBUTYRICUM,6.000024000096e-06,2569097
AGROBACTERIUM,5.000020000080001e-06,357
PECTINATUS,5.000020000080001e-06,864
PEPTOANAEROBACTER,5.000020000080001e-06,1913599
SERRATIA,5.000020000080001e-06,613
NOVIHERBASPIRILLUM,5.000020000080001e-06,1344552
ESCHERICHIA,5.000020000080001e-06,561
BRACHYSPIRA,5.000020000080001e-06,29521
SYNERGISTES,5.000020000080001e-06,2753
ACETIVIBRIO,5.000020000080001e-06,35829
RUANIA,5.000020000080001e-06,626119
EXTIBACTER,5.000020000080001e-06,1918452
LONSDALEA,5.000020000080001e-06,1082702
OXALOBACTER,4.000016000064e-06,846
LISTERIA,3.000012000048e-06,1637
OLSENELLA,3.000012000048e-06,133925
BILIFRACTOR,3.000012000048e-06,2815776
DESULFOFARCIMEN,3.000012000048e-06,2282742
NEOMICROCOCCUS,0.0,1868332
NEOBITTARELLA,0.0,2126544
NOCARDIOPSIS,0.0,2013
NODULARIA,0.0,159191
NONOMURAEA,0.0,83681
PISTRICOCCUS,0.0,1897649
POLARELLA,0.0,89956
POLARIBACTER,0.0,52959
POLYMORPHOSPORA,0.0,338583
NOVOSPHINGOBIUM,0.0,165696
OCEANIDESULFOVIBRIO,0.0,2905722
POLYPORUS,0.0,5637
OCEANOBACILLUS,0.0,182709
OLIVIBACTER,0.0,376469
PISOLITHUS,0.0,37467
PONTIBACILLUS,0.0,289201
OPHIOCORDYCEPS,0.0,474995
MYCOSPHAERELLA,0.0,41254
