genus,SRR17380243,tax_id
AKKERMANSIA,0.0487615,239934
ANAEROSTIPES,0.0660434,207244
BACILLUS,0.0425762,1386
BACTEROIDES,0.0601586,816
BIFIDOBACTERIUM,0.1044506,1678
BLAUTIA,0.13023240000000003,572511
COLLINSELLA,0.05256349999999999,102106
CUTIBACTERIUM,0.0597281,1912216
ESCHERICHIA,0.0668553,561
FLAVONIFRACTOR,0.040608700000000005,946234
LACHNOCLOSTRIDIUM,0.0697493,1506553
LACTOBACILLUS,0.0421734,1578
MEGAMONAS,0.0075633,158846
MEGASPHAERA,0.009944,906
PARABACTEROIDES,0.0633186,375288
PSEUDOMONAS,0.0070614,286
STAPHYLOCOCCUS,0.051495,1279
STREPTOCOCCUS,0.07671700000000001,1301
