genus,SRR17380244,tax_id
AKKERMANSIA,0.0476478,239934
ANAEROSTIPES,0.0674232,207244
BACILLUS,0.0422243,1386
BACTEROIDES,0.059721,816
BIFIDOBACTERIUM,0.10374599999999999,1678
BLAUTIA,0.13359210000000002,572511
COLLINSELLA,0.0477562,102106
CUTIBACTERIUM,0.0582939,1912216
ESCHERICHIA,0.0710669,561
FLAVONIFRACTOR,0.0393662,946234
LACHNOCLOSTRIDIUM,0.0638726,1506553
LACTOBACILLUS,0.0434868,1578
MEGAMONAS,0.0081952,158846
MEGASPHAERA,0.0096989,906
PARABACTEROIDES,0.062297599999999995,375288
PSEUDOMONAS,0.0066654999999999996,286
STAPHYLOCOCCUS,0.055784799999999996,1279
STREPTOCOCCUS,0.0791608,1301
