species,SRR11487941
Aeromonas jandaei,0.0
Akkermansia muciniphila,0.0494688021247915
Aliidongia dinghuensis,0.0
Alistipes Unclassified AF14 19,0.0
Alistipes Unclassified HGB5,0.0
Alistipes finegoldii,0.0510247959008164
Alistipes onderdonkii,0.00015299938800244798
Alistipes shahii,5.0999796000816e-05
Anaerobutyricum soehngenii,0.0
Anaeromassilibacillus Unclassified An200,2.999988000048e-05
Anaerostipes Unclassified Marseille Q3525,0.0
Anaerostipes hadrus,0.031749873000508
Anaerotruncus rubiinfantis,0.00046399814400742396
Anaplasma phagocytophilum,0.0
Arcobacter ellisii,0.0
Aspergillus fumigatus,0.0
Atlantibacter hermannii,0.0
Bacteroides Unclassified 224,0.0
Bacteroides Unclassified 3 1 19,0.0
Bacteroides Unclassified 4 1 36,5.499978000088e-05
Bacteroides Unclassified 51,0.000191999232003072
Bacteroides Unclassified AF29 11,4.3999824000704e-05
Bacteroides Unclassified AF32 8BH,0.0
Bacteroides Unclassified AM32 11AC,0.000203999184003264
Bacteroides Unclassified AR29,0.0
Bacteroides Unclassified CBA7301,2.999988000048e-05
Bacteroides Unclassified HMSC067B03,0.0
Bacteroides Unclassified KGMB07931,0.0
Bacteroides Unclassified L10 4,0.000175999296002816
Bacteroides Unclassified Marseille P8574,7.2999708001168e-05
Bacteroides Unclassified NM69 E16B,0.000208999164003344
Bacteroides acidifaciens,0.0
Bacteroides bouchesdurhonensis,3.499986000056e-05
Bacteroides caccae,1.3999944000224e-05
Bacteroides caecigallinarum,0.0
Bacteroides caecimuris,7.0999716001136e-05
Bacteroides cellulosilyticus,2.5999896000416e-05
Bacteroides clarus,0.0
Bacteroides eggerthii,0.000513997944008224
Bacteroides faecalis,8.7999648001408e-05
Bacteroides faecichinchillae,0.0
Bacteroides faecis,0.000150999396002416
Bacteroides fluxus,3.8999844000624e-05
Bacteroides fragilis,3.1999872000511996e-05
Bacteroides graminisolvens,0.0
Bacteroides heparinolyticus,2.3999904000384e-05
Bacteroides luti,0.0
Bacteroides neonati,0.0
Bacteroides oleiciplenus,0.0
Bacteroides ovatus,0.000193999224003104
Bacteroides pyogenes,0.0
Bacteroides reticulotermitis,4.2999828000688e-05
Bacteroides rodentium,0.000392998428006288
Bacteroides salyersiae,0.0
Bacteroides stercoris,0.0
Bacteroides thetaiotaomicron,0.05689277242891028
Bacteroides uniformis,0.021693913224347102
Bacteroides xylanisolvens,0.000180999276002896
Bacteroides zoogleoformans,0.0
Bifidobacterium breve,0.0
Bifidobacterium longum,0.17806028775884897
Blautia Unclassified 1001283B150304 161114 C9,3.5999856000575996e-05
Blautia Unclassified AF19 10LB,3.499986000056e-05
Blautia Unclassified An249,0.0
Blautia Unclassified KLE 1732,1.7999928000287998e-05
Blautia Unclassified M29,0.0
Blautia Unclassified MSJ 9,0.00011099955600177599
Blautia Unclassified Marseille P3201T,2.8999884000463997e-05
Blautia glucerasea,5.999976000096e-05
Blautia hansenii,0.0
Blautia luti,0.0
Blautia obeum,4.0999836000655995e-05
Blautia producta,0.000642997428010288
Blautia wexlerae,0.043119827520689914
Butyricicoccus pullicaecorum,0.0
Campylobacter coli,2.999988000048e-06
Citrobacter amalonaticus,0.0
Citrobacter freundii,0.0
Cladonia macilenta,0.0
Clostridioides difficile,6.999972000112e-06
Clostridium Unclassified 3 3,1.7999928000287998e-05
Clostridium Unclassified AF23 6LB,0.0
Clostridium Unclassified AF36 18BH,2.999988000048e-06
Clostridium Unclassified AM45 5,0.0
Clostridium Unclassified Ade TY,0.0
Clostridium Unclassified C2 6 12,1.0999956000176e-05
Clostridium Unclassified C5S11,3.9999840000639995e-06
Clostridium Unclassified D43t1 170807 H7,0.0
Clostridium Unclassified D53t1 180928 C8,0.0
Clostridium Unclassified DSM 8431,0.0
Clostridium Unclassified IBUN13A,1.9999920000319997e-06
Clostridium Unclassified LS,0.0
Clostridium Unclassified NSJ 6,2.999988000048e-06
Clostridium Unclassified SM 530 WT 3G,2.999988000048e-05
Clostridium Unclassified YIM B02505,0.0
Clostridium aciditolerans,0.0
Clostridium baratii,2.999988000048e-06
Clostridium beijerinckii,3.9999840000639995e-06
Clostridium botulinum,4.99998000008e-06
Clostridium butyricum,0.004470982116071536
Clostridium chauvoei,0.0
Clostridium chromiireducens,0.0
Clostridium frigidicarnis,4.99998000008e-06
Clostridium gasigenes,1.9999920000319997e-06
Clostridium hydrogeniformans,0.0
Clostridium moniliforme,0.0
Clostridium nigeriense,2.999988000048e-06
Clostridium paraputrificum,1.1999952000192e-05
Clostridium perfringens,0.0
Clostridium polyendosporum,0.0
Clostridium puniceum,5.7999768000927995e-05
Clostridium saccharobutylicum,4.9999800000799994e-05
Clostridium saccharoperbutylacetonicum,0.0
Clostridium sardiniense,1.499994000024e-05
Clostridium sporogenes,0.0
Clostridium taeniosporum,0.0
Clostridium thermobutyricum,0.0
Clostridium tyrobutyricum,0.0
Collinsella aerofaciens,0.052103791584833664
Coprococcus Unclassified ART55 1,0.0
Coprococcus comes,3.1999872000511996e-05
Coprococcus eutactus,2.6999892000431997e-05
Dorea Unclassified AM58 8,0.000135999456002176
Dorea Unclassified D27,0.0
Dorea formicigenerans,0.00011999952000192
Dorea longicatena,1.1999952000192e-05
Dysosmobacter Unclassified BX15,0.000103999584001664
Enterobacter cloacae,3.6999852000591995e-05
Enterobacter roggenkampii,0.00013299946800212798
Enterocloster bolteae,0.0
Enterocloster clostridioformis,0.0
Enterococcus faecium,0.0
Enterococcus gallinarum,4.99998000008e-06
Escherichia Unclassified B1147,0.000203999184003264
Escherichia Unclassified MOD1 EC5990,0.0
Escherichia Unclassified MOD1 EC7003,0.000101999592001632
Escherichia albertii,0.000103999584001664
Escherichia coli,0.04581081675673297
Escherichia fergusonii,9.299962800148799e-05
Eubacterium Unclassified AM46 8,1.9999920000319997e-06
Eubacterium hallii,0.034752860988556046
Eubacterium ramulus,0.0
Eubacterium ventriosum,1.1999952000192e-05
Faecalibacterium Unclassified CLA AA H254,1.8999924000304e-05
Faecalibacterium prausnitzii,0.03565785736857052
Faecalicatena fissicatena,0.0
Flavobacterium salilacus,0.0
Fusicatenibacter saccharivorans,0.0
Herbaspirillum Unclassified VT 16 41,0.0
Holdemanella biformis,8.999964000143999e-06
Intestinirhabdus alba,0.0
Klebsiella aerogenes,0.0
Klebsiella pneumoniae,8.199967200131199e-05
