species,SRR11487940,tax_id
BIFIDOBACTERIUM_LONGUM,0.1777328886644433,216816
PREVOTELLA_MELANINOGENICA,0.07308036540182701,28132
UNCLASSIFIED,0.06532632663163315,12908
BACTEROIDES_THETAIOTAOMICRON,0.059353296766483835,818
ALISTIPES_FINEGOLDII,0.0530242651213256,214856
COLLINSELLA_AEROFACIENS,0.052908264541322705,74426
AKKERMANSIA_MUCINIPHILA,0.05017725088625443,239935
PARABACTEROIDES_DISTASONIS,0.04661723308616543,823
ESCHERICHIA_COLI,0.04613523067615338,562
ROSEBURIA_HOMINIS,0.04577522887614438,301301
RUMINOCOCCUS_GAUVREAUII,0.04516222581112905,438033
PREVOTELLA_COPRI,0.04385321926609633,165179
BLAUTIA_WEXLERAE,0.043122215611078055,418240
ROSEBURIA_INTESTINALIS,0.0382201911009555,166486
FAECALIBACTERIUM_PRAUSNITZII,0.035818179090895456,853
ANAEROBUTYRICUM_HALLII,0.03362116810584053,39488
ANAEROSTIPES_HADRUS,0.03225116125580628,649756
BACTEROIDES_UNIFORMIS,0.023265116325581627,820
LACTOBACILLUS_PARAGASSERI,0.014350071750358752,2107999
LACTOBACILLUS_GASSERI,0.005865029325146626,1596
CLOSTRIDIUM_BUTYRICUM,0.005315026575132876,1492
LACTOBACILLUS_TAIWANENSIS,0.00077800389001945,508451
ESCHERICHIA_ALBERTII,0.0006830034150170751,208962
BLAUTIA_PRODUCTA,0.00051000255001275,33035
LACTOBACILLUS_JOHNSONII,0.00046600233001165003,33959
ANAEROTRUNCUS_RUBIINFANTIS,0.00043100215501077504,1720200
BACTEROIDES_RODENTIUM,0.00041000205001025003,691816
PARABACTEROIDES_SP._ZJ-118,0.0003790018950094751,2709398
ROSEBURIA_INULINIVORANS,0.00033200166000830003,360807
ESCHERICHIA_SP._MOD1-EC5990,0.00033100165500827503,2093880
BACTEROIDES_SP._AM32-11AC,0.000267001335006675,2292950
BACTEROIDES_SP._NM69-E16B,0.00023100115500577503,2516960
BACTEROIDES_XYLANISOLVENS,0.00021600108000540002,371601
SHIGELLA_FLEXNERI,0.00019800099000495002,623
BACTEROIDES_STERCORIS,0.00019300096500482502,46506
ROSEBURIA_FAECIS,0.00016400082000410002,301302
ENTEROCOCCUS_FAECIUM,0.00015900079500397502,1352
BACTEROIDES_OVATUS,0.00015300076500382502,28116
RUMINOCOCCUS_SP._AM40-10AC,0.00014900074500372501,2293212
BLAUTIA_SP._MSJ-9,0.00014900074500372501,2841511
BACTEROIDES_SP._AF32-8BH,0.000145000725003625,2302925
BACTEROIDES_BOUCHESDURHONENSIS,0.00014000070000350003,1841855
BACTEROIDES_SP._KGMB07931,0.000129000645003225,2792859
RUMINOCOCCUS_GNAVUS,0.00011400057000285002,33038
BLAUTIA_OBEUM,0.00011300056500282501,40520
PSEUDOFLAVONIFRACTOR_SP._AN176,0.00011200056000280002,1965572
PARABACTEROIDES_ACIDIFACIENS,0.00010200051000255001,2290935
CLOSTRIDIOIDES_DIFFICILE,9.200046000230002e-05,1496
ESCHERICHIA_FERGUSONII,9.000045000225001e-05,564
LACTOBACILLUS_AMYLOLYTICUS,7.900039500197501e-05,83683
LACTOBACILLUS_RODENTIUM,7.900039500197501e-05,947835
BLAUTIA_SP._KLE-1732,7.800039000195e-05,1226324
DOREA_FORMICIGENERANS,7.700038500192501e-05,39486
ROSEBURIA_SP._1XD42-69,7.700038500192501e-05,2320088
BLAUTIA_GLUCERASEA,7.400037000185001e-05,536633
COPROCOCCUS_COMES,7.300036500182501e-05,410072
BLAUTIA_SP._AN249,6.900034500172501e-05,1965603
BACTEROIDES_HEPARINOLYTICUS,6.900034500172501e-05,28113
PHOCAEICOLA_VULGATUS,5.700028500142501e-05,821
BACTEROIDES_SP._MARSEILLE-P8574,5.5000275001375006e-05,2697504
NOVISYNTROPHOCOCCUS_FERMENTICELLAE,5.200026000130001e-05,2068655
BACTEROIDES_FLUXUS,5.1000255001275005e-05,626930
BACTEROIDES_FAECALIS,5.000025000125e-05,2447885
ATLANTIBACTER_HERMANNII,4.200021000105001e-05,565
MASSILIIMALIA_TIMONENSIS,4.1000205001025006e-05,1987501
BACTEROIDES_CELLULOSILYTICUS,4.1000205001025006e-05,246787
PARACLOSTRIDIUM_BENZOELYTICUM,4.0000200001000004e-05,1629550
DOREA_LONGICATENA,3.7000185000925005e-05,88431
CLOSTRIDIUM_SACCHAROBUTYLICUM,3.500017500087501e-05,169679
LIGILACTOBACILLUS_SALIVARIUS,3.4000170000850006e-05,1624
PHOCAEICOLA_MASSILIENSIS,3.20001600008e-05,204516
RUMINOCOCCUS_SP._1001095IJ-161003-G2,3.100015500077501e-05,2787076
RUMINOCOCCUS_SP._AM32-17LB,3.100015500077501e-05,2293204
CLOSTRIDIUM_SP._SM-530-WT-3G,3.0000150000750005e-05,2725303
BACTEROIDES_CAECIMURIS,3.0000150000750005e-05,1796613
RUMINOCOCCUS_SP._AF41-9,3.0000150000750005e-05,2292069
BACTEROIDES_SP._224,2.8000140000700004e-05,2302936
LACTOBACILLUS_HOMINIS,2.6000130000650004e-05,1203033
BACTEROIDES_SALYERSIAE,2.4000120000600003e-05,291644
LACHNOANAEROBACULUM_SP._OBRC5-5,2.2000110000550003e-05,936595
BACTEROIDES_SP._AR29,2.2000110000550003e-05,93975
SALINICOCCUS_CYPRINI,1.800009000045e-05,2493691
RUMINOCOCCUS_SP._AF14-5,1.60000800004e-05,2293147
CLOSTRIDIUM_SARDINIENSE,1.60000800004e-05,29369
RUTHENIBACTERIUM_LACTATIFORMANS,1.60000800004e-05,1550024
CLOSTRIDIUM_SP._AF36-18BH,1.4000070000350002e-05,2293014
PARABACTEROIDES_SP._D26,1.4000070000350002e-05,658662
DOREA_SP._D27,1.2000060000300002e-05,658665
CLOSTRIDIUM_PARAPUTRIFICUM,1.1000055000275001e-05,29363
