species,SRR11487937,tax_id
BIFIDOBACTERIUM_LONGUM,0.174566,216816
PREVOTELLA_MELANINOGENICA,0.075093,28132
BACTEROIDES_THETAIOTAOMICRON,0.059265,818
ALISTIPES_FINEGOLDII,0.051826,214856
COLLINSELLA_AEROFACIENS,0.051311,74426
AKKERMANSIA_MUCINIPHILA,0.049211,239935
RUMINOCOCCUS_GAUVREAUII,0.04673,438033
PARABACTEROIDES_DISTASONIS,0.04644,823
ESCHERICHIA_COLI,0.045213,562
ROSEBURIA_HOMINIS,0.04496,301301
PREVOTELLA_COPRI,0.043084,165179
BLAUTIA_WEXLERAE,0.042597,418240
ROSEBURIA_INTESTINALIS,0.038508,166486
ANAEROBUTYRICUM_HALLII,0.034982,39488
FAECALIBACTERIUM_PRAUSNITZII,0.034612,853
ANAEROSTIPES_HADRUS,0.031635,649756
BACTEROIDES_UNIFORMIS,0.02205,820
LACTOBACILLUS_PARAGASSERI,0.014308,2107999
CLOSTRIDIUM_BUTYRICUM,0.005435,1492
LACTOBACILLUS_GASSERI,0.004955,1596
LACTOBACILLUS_JOHNSONII,0.001535,33959
UNCLASSIFIED,0.00143,12908
LACTOBACILLUS_TAIWANENSIS,0.001056,508451
BACTEROIDES_EGGERTHII,0.000544,28111
BACTEROIDES_RODENTIUM,0.000467,691816
ANAEROTRUNCUS_RUBIINFANTIS,0.000429,1720200
PARABACTEROIDES_SP._ZJ-118,0.000367,2709398
BACTEROIDES_STERCORIS,0.00029,46506
BLAUTIA_OBEUM,0.000229,40520
BACTEROIDES_FAECALIS,0.000223,2447885
BACTEROIDES_SP._AM32-11AC,0.000209,2292950
ROSEBURIA_INULINIVORANS,0.000208,360807
PARABACTEROIDES_ACIDIFACIENS,0.000205,2290935
KLEBSIELLA_PNEUMONIAE,0.000198,573
ROSEBURIA_FAECIS,0.000187,301302
SHIGELLA_FLEXNERI,0.000186,623
BACTEROIDES_OVATUS,0.000182,28116
PHOCAEICOLA_VULGATUS,0.000181,821
RUMINOCOCCUS_SP._AF41-9,0.000177,2292069
ENTEROCOCCUS_FAECIUM,0.000176,1352
BACTEROIDES_SP._L10-4,0.000157,2746063
BACTEROIDES_SP._NM69-E16B,0.000138,2516960
SALMONELLA_ENTERICA,0.000131,28901
TRABULSIELLA_ODONTOTERMITIS,0.000117,379893
BACTEROIDES_FAECIS,0.000111,674529
RUMINOCOCCUS_GNAVUS,9.7e-05,33038
BACTEROIDES_HEPARINOLYTICUS,9.7e-05,28113
BLAUTIA_GLUCERASEA,9.6e-05,536633
RUMINOCOCCUS_SP._AM40-10AC,9.4e-05,2293212
LACTOBACILLUS_CRISPATUS,8.9e-05,47770
BACTEROIDES_SP._KGMB07931,8.2e-05,2792859
BACTEROIDES_SP._MARSEILLE-P8574,7.9e-05,2697504
ROSEBURIA_SP._1XD42-69,7.6e-05,2320088
BACTEROIDES_SP._AF29-11,6e-05,2292928
RUTHENIBACTERIUM_LACTATIFORMANS,5.7e-05,1550024
SHIGELLA_SONNEI,5.7e-05,624
COPROCOCCUS_SP._ART55-1,5.2e-05,751585
BACTEROIDES_XYLANISOLVENS,4.9e-05,371601
PHOCAEICOLA_PLEBEIUS,4.9e-05,310297
RUMINOCOCCUS_SP._AM32-17LB,4.8e-05,2293204
BACTEROIDES_CELLULOSILYTICUS,4.6e-05,246787
PARABACTEROIDES_SP._20-3,4.6e-05,469591
LACTOBACILLUS_HOMINIS,4.6e-05,1203033
BACTEROIDES_ACIDIFACIENS,4.3e-05,85831
BACTEROIDES_OLEICIPLENUS,4.3e-05,626931
DOREA_SP._AM58-8,4.1e-05,2292346
BLAUTIA_PRODUCTA,3.8e-05,33035
RUMINOCOCCUS_SP._OM02-16LB,3.8e-05,2302958
LACTOBACILLUS_RODENTIUM,3.7e-05,947835
LACHNOANAEROBACULUM_SP._OBRC5-5,3.7e-05,936595
PARABACTEROIDES_JOHNSONII,3.6e-05,387661
CLOSTRIDIUM_SP._SM-530-WT-3G,3.6e-05,2725303
BACTEROIDES_SP._4-1-36,3.6e-05,457393
LACHNOSPIRA_PECTINOSCHIZA,3.4e-05,28052
BLAUTIA_SP._MSJ-9,3.4e-05,2841511
ENTEROCLOSTER_CLOSTRIDIOFORMIS,3.3e-05,1531
CLOSTRIDIUM_SACCHAROBUTYLICUM,3.3e-05,169679
BACTEROIDES_BOUCHESDURHONENSIS,3.1e-05,1841855
BLAUTIA_SP._MARSEILLE-P3201T,3e-05,1907659
BLAUTIA_SP._KLE-1732,3e-05,1226324
PHOCAEICOLA_MASSILIENSIS,3e-05,204516
MASSILIIMALIA_TIMONENSIS,2.9e-05,1987501
BACTEROIDES_CAECIMURIS,2.9e-05,1796613
CLADONIA_MACILENTA,2.8e-05,196765
LACTOBACILLUS_AMYLOLYTICUS,2.5e-05,83683
BUTYRICICOCCUS_PULLICAECORUM,2.4e-05,501571
ANAEROSTIPES_SP._MARSEILLE-Q3525,2.4e-05,2758418
ESCHERICHIA_ALBERTII,2.1e-05,208962
RUMINOCOCCUS_SP._AM26-12LB,2e-05,2293190
RUMINOCOCCUS_SP._AM34-9LB,2e-05,2293207
RUMINOCOCCUS_SP._OF03-6AA,1.9e-05,2293229
BLAUTIA_SP._AF19-10LB,1.9e-05,2292961
CLOSTRIDIUM_SP._AF23-6LB,1.7e-05,2293005
BACTEROIDES_SP._AR29,1.7e-05,93975
CLOSTRIDIUM_SP._C2-6-12,1.7e-05,2698832
BACTEROIDES_SP._224,1.6e-05,2302936
BACTEROIDES_CACCAE,1.3e-05,47678
CLOSTRIDIUM_PUNICEUM,1.3e-05,29367
CLOSTRIDIUM_SARDINIENSE,1.3e-05,29369
