species,SRR11487938,tax_id
BIFIDOBACTERIUM_LONGUM,0.177040760714675,216816
PREVOTELLA_MELANINOGENICA,0.07415748089763372,28132
BACTEROIDES_THETAIOTAOMICRON,0.06028757798695409,818
COLLINSELLA_AEROFACIENS,0.052557632096575324,74426
ALISTIPES_FINEGOLDII,0.05237263339156626,214856
AKKERMANSIA_MUCINIPHILA,0.05058964587247889,239935
ESCHERICHIA_COLI,0.04866065937538437,562
PARABACTEROIDES_DISTASONIS,0.04682467222729441,823
RUMINOCOCCUS_GAUVREAUII,0.045956678303251876,438033
ROSEBURIA_HOMINIS,0.044695687130190086,301301
PREVOTELLA_COPRI,0.04306169856811002,165179
BLAUTIA_WEXLERAE,0.04251670238308332,418240
ROSEBURIA_INTESTINALIS,0.03872272894089741,166486
FAECALIBACTERIUM_PRAUSNITZII,0.035552751130742084,853
ANAEROBUTYRICUM_HALLII,0.033282767020630856,39488
ANAEROSTIPES_HADRUS,0.03131978076153467,649756
BACTEROIDES_UNIFORMIS,0.02434882955819309,820
LACTOBACILLUS_PARAGASSERI,0.014690897163719853,2107999
CLOSTRIDIUM_BUTYRICUM,0.004882965819239265,1492
LACTOBACILLUS_GASSERI,0.004756966701233091,1596
LACTOBACILLUS_TAIWANENSIS,0.0008669939310424827,508451
LACTOBACILLUS_JOHNSONII,0.0008209942530402288,33959
UNCLASSIFIED,0.0007259949180355738,12908
ALISTIPES_SP._AF14-19,0.0005969958210292528,2292910
ROSEBURIA_INULINIVORANS,0.0005869958910287628,360807
ANAEROTRUNCUS_RUBIINFANTIS,0.0004709967030230788,1720200
ENTEROCOCCUS_FAECIUM,0.00043299696902121684,1352
BACTEROIDES_RODENTIUM,0.00042199704602067785,691816
ESCHERICHIA_ALBERTII,0.0003379976340165619,208962
DOREA_FORMICIGENERANS,0.0003029978790148469,39486
BLAUTIA_PRODUCTA,0.0002419983060118579,33035
RUMINOCOCCUS_GNAVUS,0.00023799833401166192,33038
KLEBSIELLA_PNEUMONIAE,0.00022399843201097592,573
ROSEBURIA_FAECIS,0.00021499849501053494,301302
BACTEROIDES_OVATUS,0.00019699862100965292,28116
BLAUTIA_SP._MSJ-9,0.00019499863500955494,2841511
SHIGELLA_FLEXNERI,0.00019399864200950594,623
PHOCAEICOLA_VULGATUS,0.00018299871900896695,821
BACTEROIDES_FAECIS,0.00017699876100867295,674529
DOREA_LONGICATENA,0.00017699876100867295,88431
BACTEROIDES_SP._L10-4,0.00016699883100818294,2746063
BLAUTIA_GLUCERASEA,0.00014399899200705595,536633
BACTEROIDES_SP._AM32-11AC,0.00013599904800666395,2292950
BACTEROIDES_FAECALIS,0.00013099908300641896,2447885
SHIGELLA_SONNEI,0.00012299913900602695,624
BACTEROIDES_SP._NM69-E16B,9.899930700485096e-05,2516960
BACTEROIDES_FRAGILIS,8.399941200411597e-05,817
LACTOBACILLUS_AMYLOLYTICUS,7.399948200362597e-05,83683
LACTOBACILLUS_RODENTIUM,7.399948200362597e-05,947835
BACTEROIDES_STERCORIS,5.899958700289098e-05,46506
CITROBACTER_FREUNDII,5.799959400284198e-05,546
BACTEROIDES_ACIDIFACIENS,5.499961500269498e-05,85831
RUTHENIBACTERIUM_LACTATIFORMANS,5.499961500269498e-05,1550024
CLOSTRIDIUM_PUNICEUM,5.499961500269498e-05,29367
PARABACTEROIDES_SP._ZJ-118,5.1999636002547985e-05,2709398
PSEUDOFLAVONIFRACTOR_SP._AN176,4.9999650002449983e-05,1965572
SALINICOCCUS_CYPRINI,4.4999685002204984e-05,2493691
BLAUTIA_LUTI,4.4999685002204984e-05,89014
RUMINOCOCCUS_SP._AM32-17LB,4.3999692002155987e-05,2293204
BACTEROIDES_CELLULOSILYTICUS,4.1999706002057985e-05,246787
BLAUTIA_SP._MARSEILLE-P3201T,4.1999706002057985e-05,1907659
CLOSTRIDIUM_SP._SM-530-WT-3G,4.099971300200899e-05,2725303
COPROCOCCUS_SP._ART55-1,4.099971300200899e-05,751585
COPROCOCCUS_COMES,3.799973400186199e-05,410072
BACTEROIDES_BOUCHESDURHONENSIS,3.399976200166599e-05,1841855
RUMINOCOCCUS_SP._AF41-9,3.399976200166599e-05,2292069
BACTEROIDES_NEONATI,2.899979700142099e-05,1347393
RUMINOCOCCUS_SP._OM02-16LB,2.899979700142099e-05,2302958
